,Region,Country,Item_Type,Sales_Channel,Order_Priority,Order_Date,Order_ID,Ship_Date,Units_Sold,Unit_Price,Unit_Cost,Total_Revenue,Total_Cost,Total_Profit
32472,Europe,France,Snacks,Online,L,08-04-2015,145903861,10-05-2015,5050,152.58,97.44,770529.0,492072.0,278457.0
33306,Europe,France,Fruits,Online,H,08-04-2015,189591252,21-05-2015,3120,9.33,6.92,29109.6,21590.4,7519.2
2333,Europe,Georgia,Snacks,Online,M,08-04-2015,761148536,05-05-2015,9621,152.58,97.44,1467972.18,937470.24,530501.94
4707,Europe,Georgia,Fruits,Online,C,08-04-2015,804835927,16-05-2015,7691,9.33,6.92,71757.03,53221.72,18535.31
5125,Europe,Georgia,Office Supplies,Online,C,08-04-2015,717461144,24-04-2015,1551,651.21,524.96,1010026.71,814212.96,195813.75
14097,Europe,Georgia,Beverages,Offline,M,08-04-2015,673773753,14-04-2015,3481,47.45,31.79,165173.45,110660.99,54512.46
17056,Europe,Georgia,Fruits,Online,C,08-04-2015,804835927,16-05-2015,7691,9.33,6.92,71757.03,53221.72,18535.31
17474,Europe,Georgia,Office Supplies,Online,C,08-04-2015,717461144,24-04-2015,1551,651.21,524.96,1010026.71,814212.96,195813.75
25186,Europe,Georgia,Beverages,Offline,M,08-04-2015,673773753,14-04-2015,3481,47.45,31.79,165173.45,110660.99,54512.46
29190,Europe,Georgia,Snacks,Online,M,08-04-2015,761148536,05-05-2015,9621,152.58,97.44,1467972.18,937470.24,530501.94
5606,Europe,Germany,Snacks,Online,H,08-04-2015,476393210,30-04-2015,4192,152.58,97.44,639615.36,408468.48,231146.88
8259,Europe,Germany,Baby Food,Offline,H,08-04-2015,389018428,09-04-2015,8053,255.28,159.42,2055769.84,1283809.26,771960.58
8986,Europe,Germany,Office Supplies,Online,L,08-04-2015,432705819,19-04-2015,6122,651.21,524.96,3986707.62,3213805.12,772902.5
17955,Europe,Germany,Snacks,Online,H,08-04-2015,476393210,30-04-2015,4192,152.58,97.44,639615.36,408468.48,231146.88
20947,Europe,Germany,Baby Food,Offline,H,08-04-2015,389018428,09-04-2015,8053,255.28,159.42,2055769.84,1283809.26,771960.58
21674,Europe,Germany,Office Supplies,Online,L,08-04-2015,432705819,19-04-2015,6122,651.21,524.96,3986707.62,3213805.12,772902.5
33659,Europe,Germany,Baby Food,Offline,H,08-04-2015,389018428,09-04-2015,8053,255.28,159.42,2055769.84,1283809.26,771960.58
34386,Europe,Germany,Office Supplies,Online,L,08-04-2015,432705819,19-04-2015,6122,651.21,524.96,3986707.62,3213805.12,772902.5
743,Europe,Greece,Vegetables,Online,L,08-04-2015,520080602,11-05-2015,2262,154.06,90.93,348483.72,205683.66,142800.06
5169,Europe,Greece,Baby Food,Online,C,08-04-2015,104263103,24-05-2015,2624,255.28,159.42,669854.72,418318.08,251536.64
17518,Europe,Greece,Baby Food,Online,C,08-04-2015,104263103,24-05-2015,2624,255.28,159.42,669854.72,418318.08,251536.64
27600,Europe,Greece,Vegetables,Online,L,08-04-2015,520080602,11-05-2015,2262,154.06,90.93,348483.72,205683.66,142800.06
4091,Europe,Hungary,Vegetables,Offline,M,08-04-2015,235325276,05-05-2015,6834,154.06,90.93,1052846.04,621415.62,431430.42
6815,Europe,Hungary,Office Supplies,Online,M,08-04-2015,147950494,14-04-2015,694,651.21,524.96,451939.74,364322.24,87617.5
9156,Europe,Hungary,Beverages,Online,C,08-04-2015,191637885,25-04-2015,8764,47.45,31.79,415851.8,278607.56,137244.24
16440,Europe,Hungary,Vegetables,Offline,M,08-04-2015,235325276,05-05-2015,6834,154.06,90.93,1052846.04,621415.62,431430.42
19164,Europe,Hungary,Office Supplies,Online,M,08-04-2015,147950494,14-04-2015,694,651.21,524.96,451939.74,364322.24,87617.5
21844,Europe,Hungary,Beverages,Online,C,08-04-2015,191637885,25-04-2015,8764,47.45,31.79,415851.8,278607.56,137244.24
31876,Europe,Hungary,Office Supplies,Online,M,08-04-2015,147950494,14-04-2015,694,651.21,524.96,451939.74,364322.24,87617.5
34556,Europe,Hungary,Beverages,Online,C,08-04-2015,191637885,25-04-2015,8764,47.45,31.79,415851.8,278607.56,137244.24
5562,Europe,Iceland,Beverages,Online,M,08-04-2015,806882560,20-04-2015,3335,47.45,31.79,158245.75,106019.65,52226.1
5675,Europe,Iceland,Meat,Online,C,08-04-2015,763195168,09-04-2015,5265,421.89,364.69,2221250.85,1920092.85,301158.0
6977,Europe,Iceland,Vegetables,Offline,C,08-04-2015,850569951,30-04-2015,1405,154.06,90.93,216454.3,127756.65,88697.65
12006,Europe,Iceland,Baby Food,Online,M,08-04-2015,719507777,19-05-2015,7195,255.28,159.42,1836739.6,1147026.9,689712.7
17911,Europe,Iceland,Beverages,Online,M,08-04-2015,806882560,20-04-2015,3335,47.45,31.79,158245.75,106019.65,52226.1
18024,Europe,Iceland,Meat,Online,C,08-04-2015,763195168,09-04-2015,5265,421.89,364.69,2221250.85,1920092.85,301158.0
19326,Europe,Iceland,Vegetables,Offline,C,08-04-2015,850569951,30-04-2015,1405,154.06,90.93,216454.3,127756.65,88697.65
23095,Europe,Iceland,Baby Food,Online,M,08-04-2015,719507777,19-05-2015,7195,255.28,159.42,1836739.6,1147026.9,689712.7
30736,Europe,Iceland,Meat,Online,C,08-04-2015,763195168,09-04-2015,5265,421.89,364.69,2221250.85,1920092.85,301158.0
32038,Europe,Iceland,Vegetables,Offline,C,08-04-2015,850569951,30-04-2015,1405,154.06,90.93,216454.3,127756.65,88697.65
37406,Europe,Iceland,Baby Food,Online,M,08-04-2015,719507777,19-05-2015,7195,255.28,159.42,1836739.6,1147026.9,689712.7
2244,Europe,Ireland,Beverages,Offline,H,08-04-2015,522127234,14-04-2015,7906,47.45,31.79,375139.7,251331.74,123807.96
5718,Europe,Ireland,Cereal,Online,H,08-04-2015,434752452,14-05-2015,1767,205.7,117.11,363471.9,206933.37,156538.53
13829,Europe,Ireland,Meat,Online,L,08-04-2015,478439843,25-05-2015,9836,421.89,364.69,4149710.04,3587090.84,562619.2
18067,Europe,Ireland,Cereal,Online,H,08-04-2015,434752452,14-05-2015,1767,205.7,117.11,363471.9,206933.37,156538.53
24918,Europe,Ireland,Meat,Online,L,08-04-2015,478439843,25-05-2015,9836,421.89,364.69,4149710.04,3587090.84,562619.2
29101,Europe,Ireland,Beverages,Offline,H,08-04-2015,522127234,14-04-2015,7906,47.45,31.79,375139.7,251331.74,123807.96
30779,Europe,Ireland,Cereal,Online,H,08-04-2015,434752452,14-05-2015,1767,205.7,117.11,363471.9,206933.37,156538.53
1179,Europe,Italy,Office Supplies,Offline,L,08-04-2015,565814626,25-04-2015,5976,651.21,524.96,3891630.96,3137160.96,754470.0
9403,Europe,Italy,Cereal,Online,C,08-04-2015,149997127,09-05-2015,6338,205.7,117.11,1303726.6,742243.18,561483.42
22091,Europe,Italy,Cereal,Online,C,08-04-2015,149997127,09-05-2015,6338,205.7,117.11,1303726.6,742243.18,561483.42
28036,Europe,Italy,Office Supplies,Offline,L,08-04-2015,565814626,25-04-2015,5976,651.21,524.96,3891630.96,3137160.96,754470.0
34803,Europe,Italy,Cereal,Online,C,08-04-2015,149997127,09-05-2015,6338,205.7,117.11,1303726.6,742243.18,561483.42
7285,Europe,Kosovo,Baby Food,Offline,C,08-04-2015,237371909,09-04-2015,2478,255.28,159.42,632583.84,395042.76,237541.08
10545,Europe,Kosovo,Office Supplies,Offline,M,08-04-2015,281059300,20-04-2015,548,651.21,524.96,356863.08,287678.08,69185.0
19634,Europe,Kosovo,Baby Food,Offline,C,08-04-2015,237371909,09-04-2015,2478,255.28,159.42,632583.84,395042.76,237541.08
20237,Europe,Kosovo,Meat,Offline,M,08-04-2015,193684518,19-05-2015,4408,421.89,364.69,1859691.12,1607553.52,252137.6
32346,Europe,Kosovo,Baby Food,Offline,C,08-04-2015,237371909,09-04-2015,2478,255.28,159.42,632583.84,395042.76,237541.08
32949,Europe,Kosovo,Meat,Offline,M,08-04-2015,193684518,19-05-2015,4408,421.89,364.69,1859691.12,1607553.52,252137.6
35945,Europe,Kosovo,Office Supplies,Offline,M,08-04-2015,281059300,20-04-2015,548,651.21,524.96,356863.08,287678.08,69185.0
14,Europe,Latvia,Cereal,Online,L,08-04-2015,765241801,04-05-2015,909,205.7,117.11,186981.3,106452.99,80528.31
10816,Europe,Latvia,Personal Care,Offline,H,08-04-2015,808929193,14-05-2015,8979,81.73,56.67,733853.67,508839.93,225013.74
12415,Europe,Latvia,Baby Food,Offline,L,08-04-2015,852616584,25-05-2015,7049,255.28,159.42,1799468.72,1123751.58,675717.14
23504,Europe,Latvia,Baby Food,Offline,L,08-04-2015,852616584,25-05-2015,7049,255.28,159.42,1799468.72,1123751.58,675717.14
26871,Europe,Latvia,Cereal,Online,L,08-04-2015,765241801,04-05-2015,909,205.7,117.11,186981.3,106452.99,80528.31
36216,Europe,Latvia,Personal Care,Offline,H,08-04-2015,808929193,14-05-2015,8979,81.73,56.67,733853.67,508839.93,225013.74
37815,Europe,Latvia,Baby Food,Offline,L,08-04-2015,852616584,25-05-2015,7049,255.28,159.42,1799468.72,1123751.58,675717.14
797,Europe,Liechtenstein,Cosmetics,Offline,M,08-04-2015,480486476,28-04-2015,5481,437.2,263.33,2396293.2,1443311.73,952981.47
10320,Europe,Liechtenstein,Baby Food,Offline,M,08-04-2015,567861258,20-05-2015,1620,255.28,159.42,413553.6,258260.4,155293.2
23008,Europe,Liechtenstein,Baby Food,Offline,M,08-04-2015,567861258,20-05-2015,1620,255.28,159.42,413553.6,258260.4,155293.2
26543,Europe,Liechtenstein,Personal Care,Offline,C,08-04-2015,524173867,09-05-2015,3550,81.73,56.67,290141.5,201178.5,88963.0
27654,Europe,Liechtenstein,Cosmetics,Offline,M,08-04-2015,480486476,28-04-2015,5481,437.2,263.33,2396293.2,1443311.73,952981.47
35720,Europe,Liechtenstein,Baby Food,Offline,M,08-04-2015,567861258,20-05-2015,1620,255.28,159.42,413553.6,258260.4,155293.2
3925,Europe,Lithuania,Cosmetics,Offline,C,08-04-2015,195731151,23-04-2015,52,437.2,263.33,22734.4,13693.16,9041.24
13491,Europe,Lithuania,Personal Care,Offline,M,08-04-2015,239418542,04-05-2015,8122,81.73,56.67,663811.06,460273.74,203537.32
16274,Europe,Lithuania,Cosmetics,Offline,C,08-04-2015,195731151,23-04-2015,52,437.2,263.33,22734.4,13693.16,9041.24
24580,Europe,Lithuania,Personal Care,Offline,M,08-04-2015,239418542,04-05-2015,8122,81.73,56.67,663811.06,460273.74,203537.32
8591,Europe,Luxembourg,Cereal,Offline,C,08-04-2015,283105933,15-05-2015,6192,205.7,117.11,1273694.4,725145.12,548549.28
21279,Europe,Luxembourg,Cereal,Offline,C,08-04-2015,283105933,15-05-2015,6192,205.7,117.11,1273694.4,725145.12,548549.28
33991,Europe,Luxembourg,Cereal,Offline,C,08-04-2015,283105933,15-05-2015,6192,205.7,117.11,1273694.4,725145.12,548549.28
1532,Europe,Macedonia,Cosmetics,Offline,L,08-04-2015,810975825,18-04-2015,4623,437.2,263.33,2021175.6,1217374.59,803801.01
12944,Europe,Macedonia,Personal Care,Offline,H,08-04-2015,854663217,29-04-2015,2693,81.73,56.67,220098.89,152612.31,67486.58
24033,Europe,Macedonia,Personal Care,Offline,H,08-04-2015,854663217,29-04-2015,2693,81.73,56.67,220098.89,152612.31,67486.58
26452,Europe,Macedonia,Cereal,Online,L,08-04-2015,898350608,09-05-2015,763,205.7,117.11,156949.1,89354.93,67594.17
28389,Europe,Macedonia,Cosmetics,Offline,L,08-04-2015,810975825,18-04-2015,4623,437.2,263.33,2021175.6,1217374.59,803801.01
38344,Europe,Macedonia,Personal Care,Offline,H,08-04-2015,854663217,29-04-2015,2693,81.73,56.67,220098.89,152612.31,67486.58
1561,Europe,Malta,Cosmetics,Offline,M,08-04-2015,526220500,13-04-2015,9195,437.2,263.33,4020054.0,2421319.35,1598734.65
6101,Europe,Malta,Household,Offline,C,08-04-2015,569907891,24-04-2015,7264,668.27,502.54,4854313.28,3650450.56,1203862.72
6780,Europe,Malta,Cereal,Online,M,08-04-2015,613595283,04-05-2015,5334,205.7,117.11,1097203.8,624664.74,472539.06
10328,Europe,Malta,Clothes,Offline,C,08-04-2015,482533109,23-05-2015,1125,109.28,35.84,122940.0,40320.0,82620.0
18450,Europe,Malta,Household,Offline,C,08-04-2015,569907891,24-04-2015,7264,668.27,502.54,4854313.28,3650450.56,1203862.72
19129,Europe,Malta,Cereal,Online,M,08-04-2015,613595283,04-05-2015,5334,205.7,117.11,1097203.8,624664.74,472539.06
23016,Europe,Malta,Clothes,Offline,C,08-04-2015,482533109,23-05-2015,1125,109.28,35.84,122940.0,40320.0,82620.0
28418,Europe,Malta,Cosmetics,Offline,M,08-04-2015,526220500,13-04-2015,9195,437.2,263.33,4020054.0,2421319.35,1598734.65
31162,Europe,Malta,Household,Offline,C,08-04-2015,569907891,24-04-2015,7264,668.27,502.54,4854313.28,3650450.56,1203862.72
31841,Europe,Malta,Cereal,Online,M,08-04-2015,613595283,04-05-2015,5334,205.7,117.11,1097203.8,624664.74,472539.06
35728,Europe,Malta,Clothes,Offline,C,08-04-2015,482533109,23-05-2015,1125,109.28,35.84,122940.0,40320.0,82620.0
446,Europe,Moldova ,Household,Online,L,08-04-2015,285152566,18-04-2015,1836,668.27,502.54,1226943.72,922663.44,304280.28
6549,Europe,Moldova ,Clothes,Offline,L,08-04-2015,197777783,18-05-2015,5696,109.28,35.84,622458.88,204144.64,418314.24
11747,Europe,Moldova ,Fruits,Offline,H,08-04-2015,241465175,08-04-2015,3766,9.33,6.92,35136.78,26060.72,9076.06
18898,Europe,Moldova ,Clothes,Offline,L,08-04-2015,197777783,18-05-2015,5696,109.28,35.84,622458.88,204144.64,418314.24
27303,Europe,Moldova ,Household,Online,L,08-04-2015,285152566,18-04-2015,1836,668.27,502.54,1226943.72,922663.44,304280.28
31610,Europe,Moldova ,Clothes,Offline,L,08-04-2015,197777783,18-05-2015,5696,109.28,35.84,622458.88,204144.64,418314.24
37147,Europe,Moldova ,Fruits,Offline,H,08-04-2015,241465175,08-04-2015,3766,9.33,6.92,35136.78,26060.72,9076.06
6300,Europe,Monaco,Cereal,Online,H,08-04-2015,328839957,29-04-2015,9906,205.7,117.11,2037664.2,1160091.66,877572.54
13640,Europe,Monaco,Snacks,Offline,M,08-04-2015,813022458,13-05-2015,267,152.58,97.44,40738.86,26016.48,14722.38
18649,Europe,Monaco,Cereal,Online,H,08-04-2015,328839957,29-04-2015,9906,205.7,117.11,2037664.2,1160091.66,877572.54
24729,Europe,Monaco,Snacks,Offline,M,08-04-2015,813022458,13-05-2015,267,152.58,97.44,40738.86,26016.48,14722.38
31361,Europe,Monaco,Cereal,Online,H,08-04-2015,328839957,29-04-2015,9906,205.7,117.11,2037664.2,1160091.66,877572.54
4153,Europe,Montenegro,Household,Online,M,08-04-2015,900397241,13-04-2015,6407,668.27,502.54,4281605.89,3219773.78,1061832.11
6288,Europe,Montenegro,Cosmetics,Online,C,08-04-2015,944084632,24-04-2015,4477,437.2,263.33,1957344.4,1178928.41,778415.99
8587,Europe,Montenegro,Fruits,Offline,C,08-04-2015,856709849,24-05-2015,8337,9.33,6.92,77784.21,57692.04,20092.17
16502,Europe,Montenegro,Household,Online,M,08-04-2015,900397241,13-04-2015,6407,668.27,502.54,4281605.89,3219773.78,1061832.11
18637,Europe,Montenegro,Cosmetics,Online,C,08-04-2015,944084632,24-04-2015,4477,437.2,263.33,1957344.4,1178928.41,778415.99
21275,Europe,Montenegro,Fruits,Offline,C,08-04-2015,856709849,24-05-2015,8337,9.33,6.92,77784.21,57692.04,20092.17
31349,Europe,Montenegro,Cosmetics,Online,C,08-04-2015,944084632,24-04-2015,4477,437.2,263.33,1957344.4,1178928.41,778415.99
33987,Europe,Montenegro,Fruits,Offline,C,08-04-2015,856709849,24-05-2015,8337,9.33,6.92,77784.21,57692.04,20092.17
174,Europe,Netherlands,Fruits,Online,M,08-04-2015,571954524,18-05-2015,2909,9.33,6.92,27140.97,20130.28,7010.69
8407,Europe,Netherlands,Snacks,Offline,H,08-04-2015,528267133,08-05-2015,4839,152.58,97.44,738334.62,471512.16,266822.46
9078,Europe,Netherlands,Clothes,Online,C,08-04-2015,615641915,08-04-2015,979,109.28,35.84,106985.12,35087.36,71897.76
14481,Europe,Netherlands,Cosmetics,Online,M,08-04-2015,659329307,19-04-2015,9048,437.2,263.33,3955785.6,2382609.84,1573175.76
21095,Europe,Netherlands,Snacks,Offline,H,08-04-2015,528267133,08-05-2015,4839,152.58,97.44,738334.62,471512.16,266822.46
21766,Europe,Netherlands,Clothes,Online,C,08-04-2015,615641915,08-04-2015,979,109.28,35.84,106985.12,35087.36,71897.76
25570,Europe,Netherlands,Cosmetics,Online,M,08-04-2015,659329307,19-04-2015,9048,437.2,263.33,3955785.6,2382609.84,1573175.76
27031,Europe,Netherlands,Fruits,Online,M,08-04-2015,571954524,18-05-2015,2909,9.33,6.92,27140.97,20130.28,7010.69
33807,Europe,Netherlands,Snacks,Offline,H,08-04-2015,528267133,08-05-2015,4839,152.58,97.44,738334.62,471512.16,266822.46
34478,Europe,Netherlands,Clothes,Online,C,08-04-2015,615641915,08-04-2015,979,109.28,35.84,106985.12,35087.36,71897.76
9594,Europe,Norway,Vegetables,Online,H,08-04-2015,287199199,13-05-2015,7480,154.06,90.93,1152368.8,680156.4,472212.4
14674,Europe,Norway,Snacks,Offline,L,08-04-2015,243511807,03-05-2015,9410,152.58,97.44,1435777.8,916910.4,518867.4
20293,Europe,Norway,Clothes,Online,L,08-04-2015,330886590,24-05-2015,5550,109.28,35.84,606504.0,198912.0,407592.0
22282,Europe,Norway,Vegetables,Online,H,08-04-2015,287199199,13-05-2015,7480,154.06,90.93,1152368.8,680156.4,472212.4
25763,Europe,Norway,Snacks,Offline,L,08-04-2015,243511807,03-05-2015,9410,152.58,97.44,1435777.8,916910.4,518867.4
33005,Europe,Norway,Clothes,Online,L,08-04-2015,330886590,24-05-2015,5550,109.28,35.84,606504.0,198912.0,407592.0
34994,Europe,Norway,Vegetables,Online,H,08-04-2015,287199199,13-05-2015,7480,154.06,90.93,1152368.8,680156.4,472212.4
7549,Europe,Poland,Cosmetics,Online,H,08-04-2015,374573981,14-04-2015,3620,437.2,263.33,1582664.0,953254.6,629409.4
8233,Europe,Poland,Beverages,Online,M,08-04-2015,858756482,27-04-2015,3981,47.45,31.79,188898.45,126555.99,62342.46
19898,Europe,Poland,Cosmetics,Online,H,08-04-2015,374573981,14-04-2015,3620,437.2,263.33,1582664.0,953254.6,629409.4
20921,Europe,Poland,Beverages,Online,M,08-04-2015,858756482,27-04-2015,3981,47.45,31.79,188898.45,126555.99,62342.46
32610,Europe,Poland,Cosmetics,Online,H,08-04-2015,374573981,14-04-2015,3620,437.2,263.33,1582664.0,953254.6,629409.4
33633,Europe,Poland,Beverages,Online,M,08-04-2015,858756482,27-04-2015,3981,47.45,31.79,188898.45,126555.99,62342.46
8501,Europe,Portugal,Fruits,Offline,C,08-04-2015,989818656,08-04-2015,8191,9.33,6.92,76422.03,56681.72,19740.31
13749,Europe,Portugal,Vegetables,Online,C,08-04-2015,902443873,08-05-2015,2051,154.06,90.93,315977.06,186497.43,129479.63
20297,Europe,Portugal,Clothes,Online,M,08-04-2015,946131265,19-05-2015,121,109.28,35.84,13222.88,4336.64,8886.24
21189,Europe,Portugal,Fruits,Offline,C,08-04-2015,989818656,08-04-2015,8191,9.33,6.92,76422.03,56681.72,19740.31
24838,Europe,Portugal,Vegetables,Online,C,08-04-2015,902443873,08-05-2015,2051,154.06,90.93,315977.06,186497.43,129479.63
33009,Europe,Portugal,Clothes,Online,M,08-04-2015,946131265,19-05-2015,121,109.28,35.84,13222.88,4336.64,8886.24
33901,Europe,Portugal,Fruits,Offline,C,08-04-2015,989818656,08-04-2015,8191,9.33,6.92,76422.03,56681.72,19740.31
1356,Europe,Romania,Snacks,Online,H,08-04-2015,661375939,13-05-2015,4693,152.58,97.44,716057.94,457285.92,258772.02
4514,Europe,Romania,Vegetables,Online,L,08-04-2015,617688548,03-05-2015,6623,154.06,90.93,1020339.38,602229.39,418109.99
10198,Europe,Romania,Fruits,Offline,L,08-04-2015,705063331,24-05-2015,2762,9.33,6.92,25769.46,19113.04,6656.42
13312,Europe,Romania,Beverages,Online,H,08-04-2015,574001157,22-04-2015,8553,47.45,31.79,405839.85,271899.87,133939.98
16863,Europe,Romania,Vegetables,Online,L,08-04-2015,617688548,03-05-2015,6623,154.06,90.93,1020339.38,602229.39,418109.99
22886,Europe,Romania,Fruits,Offline,L,08-04-2015,705063331,24-05-2015,2762,9.33,6.92,25769.46,19113.04,6656.42
24401,Europe,Romania,Beverages,Online,H,08-04-2015,574001157,22-04-2015,8553,47.45,31.79,405839.85,271899.87,133939.98
28213,Europe,Romania,Snacks,Online,H,08-04-2015,661375939,13-05-2015,4693,152.58,97.44,716057.94,457285.92,258772.02
35598,Europe,Romania,Fruits,Offline,L,08-04-2015,705063331,24-05-2015,2762,9.33,6.92,25769.46,19113.04,6656.42
5493,Europe,Russia,Office Supplies,Online,M,08-04-2015,332933223,28-04-2015,1194,651.21,524.96,777544.74,626802.24,150742.5
6038,Europe,Russia,Beverages,Online,C,08-04-2015,289245831,17-04-2015,3124,47.45,31.79,148233.8,99311.96,48921.84
11929,Europe,Russia,Snacks,Offline,C,08-04-2015,376620614,08-05-2015,9264,152.58,97.44,1413501.12,902684.16,510816.96
17842,Europe,Russia,Office Supplies,Online,M,08-04-2015,332933223,28-04-2015,1194,651.21,524.96,777544.74,626802.24,150742.5
18387,Europe,Russia,Beverages,Online,C,08-04-2015,289245831,17-04-2015,3124,47.45,31.79,148233.8,99311.96,48921.84
31099,Europe,Russia,Beverages,Online,C,08-04-2015,289245831,17-04-2015,3124,47.45,31.79,148233.8,99311.96,48921.84
37329,Europe,Russia,Snacks,Offline,C,08-04-2015,376620614,08-05-2015,9264,152.58,97.44,1413501.12,902684.16,510816.96
4513,Europe,San Marino,Fruits,Offline,M,08-04-2015,420308005,19-05-2015,7334,9.33,6.92,68426.22,50751.28,17674.94
9692,Europe,San Marino,Beverages,Online,L,08-04-2015,904490506,12-04-2015,7695,47.45,31.79,365127.75,244624.05,120503.7
16862,Europe,San Marino,Fruits,Offline,M,08-04-2015,420308005,19-05-2015,7334,9.33,6.92,68426.22,50751.28,17674.94
22380,Europe,San Marino,Beverages,Online,L,08-04-2015,904490506,12-04-2015,7695,47.45,31.79,365127.75,244624.05,120503.7
35092,Europe,San Marino,Beverages,Online,L,08-04-2015,904490506,12-04-2015,7695,47.45,31.79,365127.75,244624.05,120503.7
487,Europe,Serbia,Snacks,Offline,M,08-04-2015,991865289,03-05-2015,3835,152.58,97.44,585144.3,373682.4,211461.9
